Date,Close,High,Low,Open,Volume,Daily_Return,Price_Range,Price_Change,Moving_Avg_20,Moving_Avg_50,Volatility,Year,Month,Signal,Position
2020-01-02,72.716064453125,72.77659055848162,71.4668047519516,71.72101143907315,135480400,,1.3097858065300159,0.9950530140518481,,,,2020,1,0,
2020-01-03,72.00912475585938,72.7717522953066,71.78396939069293,71.94133580542943,146322800,-0.009721919119004885,0.9877829046136668,0.06778895042994293,,,,2020,1,0,0.0
2020-01-06,72.58289337158203,72.62163096070418,70.87606037263818,71.12785100771227,118387200,0.007967998745547433,1.745570588066002,1.4550423638697652,,,,2020,1,0,0.0
2020-01-07,72.24156188964844,72.84923913180799,72.0212459184403,72.59260896500349,108872000,-0.004702643640646542,0.8279932133676908,-0.35104707535505497,,,,2020,1,0,0.0
2020-01-08,73.4036636352539,73.70629425897245,71.9437738019734,71.9437738019734,132079200,0.01608633195639686,1.7625204569990416,1.4598898332804993,,,,2020,1,0,0.0
2020-01-09,74.96280670166016,75.15648731833909,74.1323901596974,74.38417348369161,170108400,0.021240670958246666,1.0240971586416947,0.5786332179685445,,,,2020,1,0,0.0
2020-01-10,75.13227844238281,75.69880941545972,74.6287043855216,75.19765137920673,140644800,0.002260744336816556,1.0701050299381194,-0.06537293682391976,,,,2020,1,0,0.0
2020-01-13,76.73741912841797,76.76405445807666,75.33079296168272,75.44942915816804,121532000,0.021364195513731143,1.4332614963939392,1.2879899702499245,,,,2020,1,0,0.0
2020-01-14,75.70121765136719,76.88511195829709,75.57774940600967,76.67448226895164,161954400,-0.0135032098918616,1.3073625522874153,-0.9732646175844479,,,,2020,1,0,0.0
2020-01-15,75.37679290771484,76.38394823058523,74.94342390604251,75.5002685322302,121923600,-0.004285594785891633,1.4405243245427215,-0.12347562451535055,,,,2020,1,0,0.0
2020-01-16,76.32098388671875,76.43235722338372,75.55835655241987,75.92151312955643,108829200,0.012526282196164695,0.8740006709638521,0.3994707571623195,,,,2020,1,0,0.0
2020-01-17,77.16594696044922,77.16836298058836,76.26289478458983,76.57036474816839,137816400,0.011071176375092584,0.9054681959985231,0.5955822122808314,,,,2020,1,0,0.0
2020-01-21,76.64299774169922,77.23614913553814,76.5049964495613,76.79310129941813,110843200,-0.006776942930772689,0.7311526859768378,-0.15010355771890715,,,,2020,1,0,0.0
2020-01-22,76.91658782958984,77.47100170840719,76.82216354627624,77.12963354237134,101832400,0.0035696684100572362,0.6488381621309429,-0.21304571278149353,,,,2020,1,0,0.0
2020-01-23,77.2869873046875,77.3668785027068,76.42024944843635,76.96983114393875,104472000,0.004815599411641669,0.9466290542704456,0.31715616074875186,,,,2020,1,0,0.0
2020-01-24,77.06427001953125,78.27963174807223,76.8730054274966,77.5339532626897,146537600,-0.002881691898252381,1.40662632057564,-0.4696832431584568,,,,2020,1,0,0.0
2020-01-27,74.79817199707031,75.48090092368226,73.81280512269632,75.06690438729518,161940000,-0.029405300561292758,1.6680958009859381,-0.2687323902248693,,,,2020,1,0,0.0
2020-01-28,76.91415405273438,77.08604612277858,75.58257973802782,75.68184343719155,162234000,0.028289221503259965,1.5034663847507659,1.2323106155428292,,,,2020,1,0,0.0
2020-01-29,78.5241470336914,79.37393591584485,77.80752001617462,78.55078236199498,216229200,0.020932336847300892,1.5664158996702326,-0.02663532830356985,,,,2020,1,0,0.0
2020-01-30,78.41035461425781,78.46361788035526,77.1707812088342,77.60415017442514,126743200,-0.0014491391977141665,1.2928366715210586,0.8062044398326691,75.54542121887206,,,2020,1,0,0.0
2020-01-31,74.93376159667969,78.12227353000715,74.63839382912653,77.69859068080466,199588400,-0.044338442730954775,3.483879700880621,-2.764829084124969,75.6563060760498,,0.28064573408338206,2020,1,0,0.0
2020-02-03,74.72796630859375,75.89732764326911,73.16881293673191,73.67238698147514,173788400,-0.0027463627035514415,2.7285147065371973,1.0555793271186076,75.79224815368653,,0.27797547091915153,2020,2,0,0.0
2020-02-04,77.19501495361328,77.38627956164633,75.93122927201843,76.33796302533938,136616400,0.0330137265455841,1.4550502896279056,0.8570519282739042,76.02285423278809,,0.29855988116781457,2020,2,0,0.0
2020-02-05,77.82447814941406,78.62584328517734,77.21921702642419,78.32562874403418,118826800,0.008154194881353716,1.4066262587531497,-0.501150594620114,76.30200004577637,,0.297501563850515,2020,2,0,0.0
2020-02-06,78.73478698730469,78.73721039613278,77.53637437960353,78.09563507421905,105425600,0.011696947535490443,1.2008360165292515,0.6391519130856409,76.56855621337891,,0.29551763232318584,2020,2,0,0.0
2020-02-07,77.66458129882812,78.48240856737728,77.17194309043332,78.2324494253046,117684000,-0.013592539326347852,1.3104654769439605,-0.5678681264764691,76.70364494323731,,0.29392262868132857,2020,2,0,0.0
2020-02-10,78.0334243774414,78.0334243774414,76.16480064339702,76.24488144952362,109348800,0.0047491800309087395,1.868623734044391,1.7885429279177885,76.84870223999023,,0.2940918016140302,2020,2,0,0.0
2020-02-11,77.56263732910156,78.60373238920275,77.34422769426291,78.53093164624849,94323200,-0.006033146079335028,1.2595046949398352,-0.9682943171469276,76.88996315002441,,0.28621410513329926,2020,2,0,0.0
2020-02-12,79.4045639038086,79.40941481717738,78.01401070527898,78.01401070527898,113730400,0.023747601140632346,1.3954041118984009,1.3905531985296165,77.07513046264648,,0.29219441715543953,2020,2,0,0.0
2020-02-13,78.8391342163086,79.16675238353734,78.47026476188894,78.67411425559266,94747600,-0.0071208713920394295,0.6964876216484015,0.16501996071593794,77.24824752807618,,0.2932459394217226,2020,2,0,0.0
2020-02-14,78.85855865478516,79.10851777495836,78.34893117896286,78.80759072301922,80113600,0.00024638066703364103,0.7595865959955006,0.050967931765939056,77.3751262664795,,0.290857829893218,2020,2,0,0.0
2020-02-18,77.41459655761719,77.59660579717271,76.34923225388421,76.53124149343974,152531200,-0.01831078480002557,1.2473735432885036,0.8833550641774508,77.38755874633789,,0.2970650880712132,2020,2,0,0.0
2020-02-19,78.53577423095703,78.76632223582008,77.65727746459481,77.65727746459481,93984000,0.014482768407962698,1.1090447712252711,0.8784967663622183,77.48219757080078,,0.2998929667731089,2020,2,0,0.0
2020-02-20,77.7300796508789,78.78573476731503,77.222881436687,78.29552586031969,100566000,-0.01025894998766741,1.5628533306280303,-0.5654462094407791,77.52287216186524,,0.3025658639654701,2020,2,0,0.0
2020-02-21,75.97065734863281,77.76648785830864,75.35182886622782,77.32238114469776,129554000,-0.02263502507843118,2.414658992080817,-1.3517237960649453,77.4570556640625,,0.31311898202289407,2020,2,0,0.0
2020-02-24,72.36202239990234,73.81809639904387,70.19004979476811,72.13876186738017,222195200,-0.047500378102170115,3.6280466042757524,0.22326053252217548,77.22194328308106,,0.35460127650806855,2020,2,0,0.0
2020-02-25,69.91097259521484,73.41768758581995,69.4377529242665,73.03425797216033,230673600,-0.03387204673664301,3.979934661553443,-3.123285376945489,76.97758331298829,,0.3593515106648744,2020,2,0,0.0
2020-02-26,71.02002716064453,72.28924134156426,69.5275523864246,69.53483246216315,198054800,0.01586381256417524,2.761688955139661,1.4851946984813793,76.6828769683838,,0.347453518646232,2020,2,0,0.0
2020-02-27,66.37755584716797,69.4061923618355,66.24165620285358,68.21706677109698,320605600,-0.06536848124509265,3.1645361589819174,-1.8395109239290122,76.07554740905762,,0.3975752877877741,2020,2,0,0.0
2020-02-28,66.33873748779297,67.56427105877654,62.21562305087625,62.43161094700909,426510000,-0.0005848115206950055,5.348648007900287,3.907126540783878,75.47196655273437,,0.3977777954025188,2020,2,0,0.0
2020-03-02,72.51490783691406,73.15315476053108,67.39680886693866,68.50342446012388,341397200,0.0931005108479428,5.7563458935924245,4.011483376790181,75.3510238647461,,0.5136417368648621,2020,3,0,0.0
2020-03-03,70.21189880371094,73.77442519005979,69.3576638774749,73.69434436871329,319475600,-0.03175911135931653,4.416761312584882,-3.482445565002351,75.12522048950196,,0.5250366999404508,2020,3,0,0.0
2020-03-04,73.46864318847656,73.6288122283086,71.13650139150472,71.93976834476976,219178400,0.04638450804286598,2.492310836803881,1.5288748437068023,74.93890190124512,,0.5390242945128129,2020,3,0,0.0
2020-03-05,71.08554077148438,72.69449642985231,70.71909308665877,71.71650028960082,187572800,-0.0324370005156972,1.975403343193534,-0.6309595181164411,74.60195503234863,,0.5481322498072578,2020,3,0,0.0
2020-03-06,70.14152526855469,70.57592284013839,68.24863164787311,68.43549184953756,226176800,-0.013279993268453527,2.327291192265278,1.7060334190171318,74.17229194641114,,0.5458350883645964,2020,3,0,0.0
2020-03-09,64.59387969970703,67.48660954634035,63.82458392757783,64.00659319733327,286744800,-0.07909217182841521,3.66202561876252,0.5872865023737575,73.51875686645508,,0.6054409345818526,2020,3,0,0.0
2020-03-10,69.24604034423828,69.5129887846972,65.37045555760074,67.25607654604191,285290000,0.07202169410103343,4.1425332270964645,1.9899637981963707,73.07938766479492,,0.6687267749070446,2020,3,0,0.0
2020-03-11,66.84107971191406,68.24619329059158,65.9747138459021,67.31673591637701,255598800,-0.03473065926035046,2.2714794446894757,-0.4756562044629504,72.54330978393554,,0.6769542883194274,2020,3,0,0.0
2020-03-12,60.24021911621094,65.52334303397203,60.184403971944676,62.11127620771815,418474000,-0.09875454771456293,5.33893906202735,-1.8710570915072111,71.58509254455566,,0.74086623006398,2020,3,0,0.0
2020-03-13,67.45748901367188,67.93071607578169,61.38565875889742,64.28325061879912,370732000,0.11980816144672257,6.545057316884268,3.1742383948727593,71.01601028442383,74.12297958374023,0.8778378784556394,2020,3,0,0.0
2020-03-16,58.7792854309082,62.873275496652674,58.242963182289955,58.716186517548486,322423600,-0.12864699990544903,4.630312314362719,0.06309891335971685,70.01204662322998,73.8442440032959,0.9784842302423,2020,3,0,0.0
2020-03-17,61.36381912231445,62.5165408014644,57.854678750743666,60.06548484229005,324056000,0.04397014479606476,4.661862050720735,1.298334280024406,69.20950775146484,73.631337890625,0.9985819294417717,2020,3,0,0.0
2020-03-18,59.86163711547851,60.66975874633833,57.54405159077075,58.187153255274865,300233600,-0.024479930166042885,3.125707155567582,1.6744838602036438,68.27580089569092,73.37691276550294,0.9956589824985789,2020,3,0,0.0
2020-03-19,59.40297317504883,61.35896558109421,58.87636011980493,60.036365596883776,271857200,-0.007662068104567155,2.482605461289282,-0.633392421834948,67.35944557189941,73.12014099121093,0.9957484752169131,2020,3,0,0.0
2020-03-20,55.63174057006836,61.11385881136198,55.33081724844848,59.98539913252844,401693200,-0.06348558672084292,5.783041562913496,-4.353658562460083,66.34249973297119,72.76470252990723,1.0122382683336042,2020,3,0,0.0
2020-03-23,54.44989013671875,55.45215566699075,51.59598621533572,55.35023092369006,336752800,-0.02124417502021292,3.8561694516550276,-0.9003407869713129,65.44689311981202,72.3544441986084,1.0048132130112095,2020,3,0,0.0
2020-03-24,59.912593841552734,60.10916324280381,56.85969151927787,57.359609676283746,287531200,0.10032533933709753,3.249471723525943,2.552984165268988,64.94697418212891,72.0500505065918,1.076781852748614,2020,3,0,0.0
2020-03-25,59.582557678222656,62.67186075528643,59.28648895944169,60.851767993758266,303602000,-0.005508627521667697,3.3853717958447405,-1.2692103155356094,64.3751007080078,71.70695327758789,1.073825551204176,2020,3,0,0.0
2020-03-26,62.71795654296875,62.77619712859048,59.7863940034163,59.82522352915571,252087200,0.05262276389138765,2.989803125174184,2.892733013813043,64.19212074279785,71.44728805541992,1.0698082196152292,2020,3,0,0.0
2020-03-27,60.12130355834961,62.09428153233142,59.95385443702902,61.33712415208677,204216800,-0.041402066134602844,2.1404270953023996,-1.2158205937371633,63.881249046325685,71.14217826843262,1.0795313038816974,2020,3,0,0.0
2020-03-30,61.83704376220703,62.0093475048291,60.52414930589501,60.8493420241544,167976400,0.02853797410084824,1.4851981989340928,0.9877017380526283,63.34735584259033,70.85249946594239,1.0265567389824326,2020,3,0,0.0
2020-03-31,61.710845947265625,63.70081315714961,61.15511262455559,62.02875857181586,197002000,-0.002040812549621518,2.5457005325940187,-0.3179126245502317,62.922303199768066,70.5433974456787,1.0220536263432005,2020,3,0,0.0
2020-04-01,58.46380615234375,60.35912878890937,58.031837774101646,59.82038104472191,176218400,-0.052617003463161116,2.3272910148077273,-1.3565748923781626,62.172061347961424,70.1798136138916,1.0171424821029298,2020,4,0,0.0
2020-04-02,59.43935775756836,59.49274742668,57.490645943955265,58.32546218498752,165934000,0.016686419674465602,2.0021014827247328,1.1138955725808373,61.589752197265625,69.83026901245117,1.0173355273412954,2020,4,0,0.0
